feature_1,feature_2,correlation,abs_correlation
average_parse_depth,pos_ratio_conj,,
maximum_parse_depth,pos_ratio_conj,,
parse_depth_variance,pos_ratio_conj,,
comma_ratio,pos_ratio_conj,,
period_ratio,pos_ratio_conj,,
exclamation_mark_ratio,pos_ratio_conj,,
question_mark_ratio,pos_ratio_conj,,
punctuation_per_word,pos_ratio_conj,,
pos_ratio_adj,pos_ratio_conj,,
pos_ratio_adp,pos_ratio_conj,,
pos_ratio_adv,pos_ratio_conj,,
pos_ratio_aux,pos_ratio_conj,,
pos_ratio_conj,pos_ratio_cconj,,
pos_ratio_conj,pos_ratio_det,,
pos_ratio_conj,pos_ratio_intj,,
pos_ratio_conj,pos_ratio_noun,,
pos_ratio_conj,pos_ratio_num,,
pos_ratio_conj,pos_ratio_part,,
pos_ratio_conj,pos_ratio_pron,,
pos_ratio_conj,pos_ratio_propn,,
pos_ratio_conj,pos_ratio_punct,,
pos_ratio_conj,pos_ratio_sconj,,
pos_ratio_conj,pos_ratio_sym,,
pos_ratio_conj,pos_ratio_verb,,
pos_ratio_conj,pos_ratio_x,,
pos_ratio_conj,noun_to_verb_ratio,,
pos_ratio_conj,sentence_length_burstiness,,
pos_ratio_conj,sentence_length_iqr,,
pos_ratio_conj,position_burstiness_diff,,
pos_ratio_conj,long_sentence_ratio,,
pos_ratio_conj,word_length_burstiness,,
pos_ratio_conj,clause_length_burstiness,,
pos_ratio_conj,perplexity,,
